feature,label,boundary
./dataset/breakfast/features/P16_cam01_P16_cereals.npy,./dataset/breakfast/gt_arr/P16_cam01_P16_cereals.npy,./dataset/breakfast/gt_boundary_arr/P16_cam01_P16_cereals.npy
./dataset/breakfast/features/P16_cam01_P16_friedegg.npy,./dataset/breakfast/gt_arr/P16_cam01_P16_friedegg.npy,./dataset/breakfast/gt_boundary_arr/P16_cam01_P16_friedegg.npy
./dataset/breakfast/features/P16_cam01_P16_juice.npy,./dataset/breakfast/gt_arr/P16_cam01_P16_juice.npy,./dataset/breakfast/gt_boundary_arr/P16_cam01_P16_juice.npy
./dataset/breakfast/features/P16_cam01_P16_milk.npy,./dataset/breakfast/gt_arr/P16_cam01_P16_milk.npy,./dataset/breakfast/gt_boundary_arr/P16_cam01_P16_milk.npy
./dataset/breakfast/features/P16_cam01_P16_pancake.npy,./dataset/breakfast/gt_arr/P16_cam01_P16_pancake.npy,./dataset/breakfast/gt_boundary_arr/P16_cam01_P16_pancake.npy
./dataset/breakfast/features/P16_cam01_P16_salat.npy,./dataset/breakfast/gt_arr/P16_cam01_P16_salat.npy,./dataset/breakfast/gt_boundary_arr/P16_cam01_P16_salat.npy
./dataset/breakfast/features/P16_cam01_P16_sandwich.npy,./dataset/breakfast/gt_arr/P16_cam01_P16_sandwich.npy,./dataset/breakfast/gt_boundary_arr/P16_cam01_P16_sandwich.npy
./dataset/breakfast/features/P16_cam01_P16_tea.npy,./dataset/breakfast/gt_arr/P16_cam01_P16_tea.npy,./dataset/breakfast/gt_boundary_arr/P16_cam01_P16_tea.npy
./dataset/breakfast/features/P16_stereo01_P16_cereals.npy,./dataset/breakfast/gt_arr/P16_stereo01_P16_cereals.npy,./dataset/breakfast/gt_boundary_arr/P16_stereo01_P16_cereals.npy
./dataset/breakfast/features/P16_stereo01_P16_friedegg.npy,./dataset/breakfast/gt_arr/P16_stereo01_P16_friedegg.npy,./dataset/breakfast/gt_boundary_arr/P16_stereo01_P16_friedegg.npy
