feature,label,boundary
./dataset/breakfast/features/P03_cam01_P03_cereals.npy,./dataset/breakfast/gt_arr/P03_cam01_P03_cereals.npy,./dataset/breakfast/gt_boundary_arr/P03_cam01_P03_cereals.npy
./dataset/breakfast/features/P03_cam01_P03_coffee.npy,./dataset/breakfast/gt_arr/P03_cam01_P03_coffee.npy,./dataset/breakfast/gt_boundary_arr/P03_cam01_P03_coffee.npy
./dataset/breakfast/features/P03_cam01_P03_friedegg.npy,./dataset/breakfast/gt_arr/P03_cam01_P03_friedegg.npy,./dataset/breakfast/gt_boundary_arr/P03_cam01_P03_friedegg.npy
./dataset/breakfast/features/P03_cam01_P03_milk.npy,./dataset/breakfast/gt_arr/P03_cam01_P03_milk.npy,./dataset/breakfast/gt_boundary_arr/P03_cam01_P03_milk.npy
./dataset/breakfast/features/P03_cam01_P03_salat.npy,./dataset/breakfast/gt_arr/P03_cam01_P03_salat.npy,./dataset/breakfast/gt_boundary_arr/P03_cam01_P03_salat.npy
./dataset/breakfast/features/P03_cam01_P03_sandwich.npy,./dataset/breakfast/gt_arr/P03_cam01_P03_sandwich.npy,./dataset/breakfast/gt_boundary_arr/P03_cam01_P03_sandwich.npy
./dataset/breakfast/features/P03_cam01_P03_tea.npy,./dataset/breakfast/gt_arr/P03_cam01_P03_tea.npy,./dataset/breakfast/gt_boundary_arr/P03_cam01_P03_tea.npy
./dataset/breakfast/features/P03_stereo01_P03_cereals.npy,./dataset/breakfast/gt_arr/P03_stereo01_P03_cereals.npy,./dataset/breakfast/gt_boundary_arr/P03_stereo01_P03_cereals.npy
./dataset/breakfast/features/P03_stereo01_P03_coffee.npy,./dataset/breakfast/gt_arr/P03_stereo01_P03_coffee.npy,./dataset/breakfast/gt_boundary_arr/P03_stereo01_P03_coffee.npy
./dataset/breakfast/features/P03_stereo01_P03_sandwich.npy,./dataset/breakfast/gt_arr/P03_stereo01_P03_sandwich.npy,./dataset/breakfast/gt_boundary_arr/P03_stereo01_P03_sandwich.npy
./dataset/breakfast/features/P03_stereo01_P03_tea.npy,./dataset/breakfast/gt_arr/P03_stereo01_P03_tea.npy,./dataset/breakfast/gt_boundary_arr/P03_stereo01_P03_tea.npy
./dataset/breakfast/features/P03_webcam01_P03_cereals.npy,./dataset/breakfast/gt_arr/P03_webcam01_P03_cereals.npy,./dataset/breakfast/gt_boundary_arr/P03_webcam01_P03_cereals.npy
./dataset/breakfast/features/P03_webcam01_P03_coffee.npy,./dataset/breakfast/gt_arr/P03_webcam01_P03_coffee.npy,./dataset/breakfast/gt_boundary_arr/P03_webcam01_P03_coffee.npy
./dataset/breakfast/features/P03_webcam01_P03_friedegg.npy,./dataset/breakfast/gt_arr/P03_webcam01_P03_friedegg.npy,./dataset/breakfast/gt_boundary_arr/P03_webcam01_P03_friedegg.npy
./dataset/breakfast/features/P03_webcam01_P03_milk.npy,./dataset/breakfast/gt_arr/P03_webcam01_P03_milk.npy,./dataset/breakfast/gt_boundary_arr/P03_webcam01_P03_milk.npy
./dataset/breakfast/features/P03_webcam01_P03_salat.npy,./dataset/breakfast/gt_arr/P03_webcam01_P03_salat.npy,./dataset/breakfast/gt_boundary_arr/P03_webcam01_P03_salat.npy
./dataset/breakfast/features/P03_webcam01_P03_sandwich.npy,./dataset/breakfast/gt_arr/P03_webcam01_P03_sandwich.npy,./dataset/breakfast/gt_boundary_arr/P03_webcam01_P03_sandwich.npy
./dataset/breakfast/features/P03_webcam01_P03_tea.npy,./dataset/breakfast/gt_arr/P03_webcam01_P03_tea.npy,./dataset/breakfast/gt_boundary_arr/P03_webcam01_P03_tea.npy
./dataset/breakfast/features/P03_webcam02_P03_coffee.npy,./dataset/breakfast/gt_arr/P03_webcam02_P03_coffee.npy,./dataset/breakfast/gt_boundary_arr/P03_webcam02_P03_coffee.npy
./dataset/breakfast/features/P03_webcam02_P03_friedegg.npy,./dataset/breakfast/gt_arr/P03_webcam02_P03_friedegg.npy,./dataset/breakfast/gt_boundary_arr/P03_webcam02_P03_friedegg.npy
./dataset/breakfast/features/P03_webcam02_P03_milk.npy,./dataset/breakfast/gt_arr/P03_webcam02_P03_milk.npy,./dataset/breakfast/gt_boundary_arr/P03_webcam02_P03_milk.npy
./dataset/breakfast/features/P03_webcam02_P03_salat.npy,./dataset/breakfast/gt_arr/P03_webcam02_P03_salat.npy,./dataset/breakfast/gt_boundary_arr/P03_webcam02_P03_salat.npy
./dataset/breakfast/features/P03_webcam02_P03_sandwich.npy,./dataset/breakfast/gt_arr/P03_webcam02_P03_sandwich.npy,./dataset/breakfast/gt_boundary_arr/P03_webcam02_P03_sandwich.npy
./dataset/breakfast/features/P03_webcam02_P03_tea.npy,./dataset/breakfast/gt_arr/P03_webcam02_P03_tea.npy,./dataset/breakfast/gt_boundary_arr/P03_webcam02_P03_tea.npy
