feature,label,boundary
./dataset/gtea/features/S1_Cheese_C1.npy,./dataset/gtea/gt_arr/S1_Cheese_C1.npy,./dataset/gtea/gt_boundary_arr/S1_Cheese_C1.npy
./dataset/gtea/features/S1_CofHoney_C1.npy,./dataset/gtea/gt_arr/S1_CofHoney_C1.npy,./dataset/gtea/gt_boundary_arr/S1_CofHoney_C1.npy
./dataset/gtea/features/S1_Coffee_C1.npy,./dataset/gtea/gt_arr/S1_Coffee_C1.npy,./dataset/gtea/gt_boundary_arr/S1_Coffee_C1.npy
./dataset/gtea/features/S1_Hotdog_C1.npy,./dataset/gtea/gt_arr/S1_Hotdog_C1.npy,./dataset/gtea/gt_boundary_arr/S1_Hotdog_C1.npy
./dataset/gtea/features/S1_Pealate_C1.npy,./dataset/gtea/gt_arr/S1_Pealate_C1.npy,./dataset/gtea/gt_boundary_arr/S1_Pealate_C1.npy
./dataset/gtea/features/S1_Peanut_C1.npy,./dataset/gtea/gt_arr/S1_Peanut_C1.npy,./dataset/gtea/gt_boundary_arr/S1_Peanut_C1.npy
./dataset/gtea/features/S1_Tea_C1.npy,./dataset/gtea/gt_arr/S1_Tea_C1.npy,./dataset/gtea/gt_boundary_arr/S1_Tea_C1.npy
./dataset/gtea/features/S2_Cheese_C1.npy,./dataset/gtea/gt_arr/S2_Cheese_C1.npy,./dataset/gtea/gt_boundary_arr/S2_Cheese_C1.npy
./dataset/gtea/features/S2_CofHoney_C1.npy,./dataset/gtea/gt_arr/S2_CofHoney_C1.npy,./dataset/gtea/gt_boundary_arr/S2_CofHoney_C1.npy
./dataset/gtea/features/S2_Hotdog_C1.npy,./dataset/gtea/gt_arr/S2_Hotdog_C1.npy,./dataset/gtea/gt_boundary_arr/S2_Hotdog_C1.npy
./dataset/gtea/features/S2_Pealate_C1.npy,./dataset/gtea/gt_arr/S2_Pealate_C1.npy,./dataset/gtea/gt_boundary_arr/S2_Pealate_C1.npy
./dataset/gtea/features/S2_Peanut_C1.npy,./dataset/gtea/gt_arr/S2_Peanut_C1.npy,./dataset/gtea/gt_boundary_arr/S2_Peanut_C1.npy
./dataset/gtea/features/S2_Tea_C1.npy,./dataset/gtea/gt_arr/S2_Tea_C1.npy,./dataset/gtea/gt_boundary_arr/S2_Tea_C1.npy
./dataset/gtea/features/S3_Cheese_C1.npy,./dataset/gtea/gt_arr/S3_Cheese_C1.npy,./dataset/gtea/gt_boundary_arr/S3_Cheese_C1.npy
./dataset/gtea/features/S3_CofHoney_C1.npy,./dataset/gtea/gt_arr/S3_CofHoney_C1.npy,./dataset/gtea/gt_boundary_arr/S3_CofHoney_C1.npy
./dataset/gtea/features/S3_Coffee_C1.npy,./dataset/gtea/gt_arr/S3_Coffee_C1.npy,./dataset/gtea/gt_boundary_arr/S3_Coffee_C1.npy
./dataset/gtea/features/S3_Hotdog_C1.npy,./dataset/gtea/gt_arr/S3_Hotdog_C1.npy,./dataset/gtea/gt_boundary_arr/S3_Hotdog_C1.npy
./dataset/gtea/features/S3_Pealate_C1.npy,./dataset/gtea/gt_arr/S3_Pealate_C1.npy,./dataset/gtea/gt_boundary_arr/S3_Pealate_C1.npy
./dataset/gtea/features/S3_Tea_C1.npy,./dataset/gtea/gt_arr/S3_Tea_C1.npy,./dataset/gtea/gt_boundary_arr/S3_Tea_C1.npy
